sample	stable_mse	final_mse	gain	mapping_gate	shape_gate	scale_gate	shift_gate	pattern_entropy
2359	0.9592061639	0.9592061639	0	0	0.8773722053	0.783875227	0.6038390994	0
2360	0.8276965022	0.8276965022	0	0	0.8441420197	0.744479239	0.5492719412	0
2361	0.9395493269	0.9395493269	0	0	0.8652310967	0.7750072479	0.5899013877	0
2362	0.8480542302	0.8480542302	0	0	0.8716397285	0.7717776299	0.5887878537	0
2363	0.8407856226	0.8407856226	0	0	0.8763591051	0.7748702168	0.6066039205	0
2364	0.8866035938	0.8866035938	0	0	0.875949502	0.7696416974	0.6013540626	0
2365	0.8429615498	0.8429615498	0	0	0.8829180598	0.777018249	0.620023191	0
2366	0.8608436584	0.8608436584	0	0	0.8645383716	0.7530078888	0.5869890451	0
2367	0.9051370025	0.9051370025	0	0	0.8747620583	0.763251245	0.6001190543	0
2368	0.8739287853	0.8739287853	0	0	0.8762538433	0.7651349306	0.5982488394	0
2369	0.7982152104	0.7982152104	0	0	0.8808416724	0.7724303007	0.6045835614	0
2370	0.8000519276	0.8000519276	0	0	0.881451726	0.7716519237	0.6061509252	0
2371	0.7996432185	0.7996432185	0	0	0.8781965375	0.7681992054	0.6075465083	0
2372	0.8138715029	0.8138715029	0	0	0.8703767061	0.7621825337	0.5883253217	0
2373	0.8798066974	0.8798066974	0	0	0.8685044646	0.7630443573	0.592459023	0
2374	0.9340230227	0.9340230227	0	0	0.8698124886	0.7692696452	0.5962761641	0
2375	0.8295972943	0.8295972943	0	0	0.8745009899	0.7718798518	0.5926527977	0
2376	0.8022908568	0.8022908568	0	0	0.8540911078	0.7436617017	0.5499384999	0
2377	0.7994430065	0.7994430065	0	0	0.8662785888	0.7579871416	0.5712317824	0
2378	0.8053426147	0.8053426147	0	0	0.8733014464	0.7652629614	0.5874963403	0
2379	0.8111227751	0.8111227751	0	0	0.8774101734	0.7705923915	0.6045319438	0
2380	0.8517298698	0.8517298698	0	0	0.8580882549	0.7484003305	0.569888711	0
2381	0.9150695801	0.9150695801	0	0	0.8524747491	0.7445985079	0.5652428865	0
2382	1.017998219	1.017998219	0	0	0.8463041186	0.7420082688	0.5548199415	0
2383	0.9205325246	0.9205325246	0	0	0.848667264	0.7438805103	0.5493980646	0
2384	0.854841888	0.854841888	0	0	0.8310099244	0.721514225	0.5204596519	0
2385	0.830431819	0.830431819	0	0	0.8472336531	0.7379623055	0.5421413183	0
2386	0.8496202826	0.8496202826	0	0	0.8600859642	0.7527207136	0.5667802095	0
